,source,target,type
8877,A996,B560,Both
8878,A629,B367,Both
8879,A931,B757,Both
8880,A612,B959,Both
8881,A698,B703,Both
8882,A496,B373,Both
8883,A285,B254,Both
8884,A409,B306,Both
8885,A193,B424,Both
8886,A126,B476,Both
8887,A288,B363,Both
8888,A935,B932,Both
8889,A906,B58,Both
8890,A92,B354,Both
8891,A164,B943,Both
8892,A792,B134,Both
8893,A300,B527,Both
8894,A901,B379,Both
8895,A761,B862,Both
8896,A426,B982,Both
8897,A816,B606,Both
8898,A856,B207,Both
8899,A498,B244,Both
8900,A819,B642,Both
8901,A893,B172,Both
8902,A693,B507,Both
8903,A306,B486,Both
8904,A914,B557,Both
8905,A17,B321,Both
8906,A807,B558,Both
8907,A48,B974,Both
8908,A178,B417,Both
8909,A515,B868,Both
8910,A793,B754,Both
8911,A839,B528,Both
8912,A560,B411,Both
8913,A513,B405,Both
8914,A353,B967,Both
8915,A879,B263,Both
8916,A586,B345,Both
8917,A357,B453,Both
8918,A443,B819,Both
8919,A732,B885,Both
8920,A26,B436,Both
8921,A692,B686,Both
8922,A34,B335,Both
8923,A978,B47,Both
8924,A306,B922,Both
8925,A426,B666,Both
8926,A372,B208,Both
8927,A363,B509,Both
8928,A525,B988,Both
8929,A170,B325,Both
8930,A984,B57,Both
8931,A811,B746,Both
8932,A516,B613,Both
8933,A297,B554,Both
8934,A877,B342,Both
8935,A51,B35,Both
8936,A909,B270,Both
8937,A491,B190,Both
8938,A19,B561,Both
8939,A30,B768,Both
8940,A472,B545,Both
8941,A136,B304,Both
8942,A984,B280,Both
8943,A86,B6,Both
8944,A295,B525,Both
8945,A17,B839,Both
8946,A142,B117,Both
8947,A368,B585,Both
8948,A994,B93,Both
8949,A890,B997,Both
8950,A530,B424,Both
8951,A839,B399,Both
8952,A706,B337,Both
8953,A175,B718,Both
8954,A374,B84,Both
8955,A643,B469,Both
8956,A921,B567,Both
8957,A231,B985,Both
8958,A5,B922,Both
8959,A10,B252,Both
8960,A260,B596,Both
8961,A455,B980,Both
8962,A354,B27,Both
8963,A481,B61,Both
8964,A11,B569,Both
8965,A762,B413,Both
8966,A511,B824,Both
8967,A66,B777,Both
8968,A560,B907,Both
8969,A632,B226,Both
8970,A312,B188,Both
8971,A122,B379,Both
8972,A496,B360,Both
8973,A633,B448,Both
8974,A295,B573,Both
8975,A969,B21,Both
8976,A753,B252,Both
8977,A914,B330,Both
8978,A711,B420,Both
8979,A447,B131,Both
8980,A4,B941,Both
8981,A505,B7,Both
8982,A902,B131,Both
8983,A693,B581,Both
8984,A330,B187,Both
8985,A455,B931,Both
8986,A501,B973,Both
8987,A183,B393,Both
8988,A324,B650,Both
8989,A313,B225,Both
8990,A318,B525,Both
8991,A343,B386,Both
8992,A758,B802,Both
8993,A404,B141,Both
8994,A648,B63,Both
8995,A448,B897,Both
8996,A8,B518,Both
8997,A442,B523,Both
8998,A877,B470,Both
8999,A579,B521,Both
9000,A874,B277,Both
9001,A5,B711,Both
9002,A578,B955,Both
9003,A946,B986,Both
9004,A52,B398,Both
9005,A118,B216,Both
9006,A318,B45,Both
9007,A405,B984,Both
9008,A505,B748,Both
9009,A979,B986,Both
9010,A169,B861,Both
9011,A558,B342,Both
9012,A679,B131,Both
9013,A985,B347,Both
9014,A937,B418,Both
9015,A86,B133,Both
9016,A149,B908,Both
9017,A742,B961,Both
9018,A224,B926,Both
9019,A250,B990,Both
9020,A671,B630,Both
9021,A187,B499,Both
9022,A717,B848,Both
9023,A936,B78,Both
9024,A475,B486,Both
9025,A700,B408,Both
9026,A785,B957,Both
9027,A880,B841,Both
9028,A130,B528,Both
9029,A173,B783,Both
9030,A322,B186,Both
9031,A813,B235,Both
9032,A890,B497,Both
9033,A579,B445,Both
9034,A415,B48,Both
9035,A724,B241,Both
9036,A392,B28,Both
9037,A836,B443,Both
9038,A249,B643,Both
9039,A818,B238,Both
9040,A562,B903,Both
9041,A237,B8,Both
9042,A230,B990,Both
9043,A929,B80,Both
9044,A862,B316,Both
9045,A922,B360,Both
9046,A441,B305,Both
9047,A317,B28,Both
9048,A337,B671,Both
9049,A462,B68,Both
9050,A147,B59,Both
9051,A606,B262,Both
9052,A389,B378,Both
9053,A309,B172,Both
9054,A220,B496,Both
9055,A776,B688,Both
9056,A728,B196,Both
9057,A146,B329,Both
9058,A325,B882,Both
9059,A278,B150,Both
9060,A985,B252,Both
9061,A845,B541,Both
9062,A989,B446,Both
9063,A528,B261,Both
9064,A880,B667,Both
9065,A203,B70,Both
9066,A39,B872,Both
9067,A670,B616,Both
9068,A74,B880,Both
9069,A250,B679,Both
9070,A770,B95,Both
9071,A789,B981,Both
9072,A133,B637,Both
9073,A976,B956,Both
9074,A155,B719,Both
9075,A471,B874,Both
9076,A611,B563,Both
9077,A246,B440,Both
9078,A235,B298,Both
9079,A959,B761,Both
9080,A97,B387,Both
9081,A577,B97,Both
9082,A982,B335,Both
9083,A682,B328,Both
9084,A724,B463,Both
9085,A89,B337,Both
9086,A5,B540,Both
9087,A304,B890,Both
9088,A356,B169,Both
9089,A435,B989,Both
9090,A440,B969,Both
9091,A597,B84,Both
9092,A888,B481,Both
9093,A27,B465,Both
9094,A887,B160,Both
9095,A603,B14,Both
9096,A984,B508,Both
9097,A742,B198,Both
9098,A689,B101,Both
9099,A401,B91,Both
9100,A277,B759,Both
9101,A957,B549,Both
9102,A597,B590,Both
9103,A743,B557,Both
9104,A263,B375,Both
9105,A375,B441,Both
9106,A496,B444,Both
9107,A685,B968,Both
9108,A69,B724,Both
9109,A697,B476,Both
9110,A465,B492,Both
9111,A596,B578,Both
9112,A183,B57,Both
9113,A973,B725,Both
9114,A189,B351,Both
9115,A941,B147,Both
9116,A411,B536,Both
9117,A0,B93,Both
9118,A158,B268,Both
9119,A473,B130,Both
9120,A154,B838,Both
9121,A170,B458,Both
9122,A54,B96,Both
9123,A327,B134,Both
9124,A618,B333,Both
9125,A733,B565,Both
9126,A841,B640,Both
9127,A657,B94,Both
9128,A850,B512,Both
9129,A460,B219,Both
9130,A222,B785,Both
9131,A880,B875,Both
9132,A809,B779,Both
9133,A301,B88,Both
9134,A666,B189,Both
9135,A771,B550,Both
9136,A314,B434,Both
9137,A400,B201,Both
9138,A896,B375,Both
9139,A947,B659,Both
9140,A194,B52,Both
9141,A350,B496,Both
9142,A148,B853,Both
9143,A217,B779,Both
9144,A700,B422,Both
9145,A26,B489,Both
9146,A848,B104,Both
9147,A249,B285,Both
9148,A912,B971,Both
9149,A796,B546,Both
9150,A136,B851,Both
9151,A629,B119,Both
9152,A67,B193,Both
9153,A342,B879,Both
9154,A348,B451,Both
9155,A534,B411,Both
9156,A774,B125,Both
9157,A360,B833,Both
9158,A321,B394,Both
9159,A302,B487,Both
9160,A790,B232,Both
9161,A77,B723,Both
9162,A560,B907,Both
9163,A600,B984,Both
9164,A129,B130,Both
9165,A521,B423,Both
9166,A358,B816,Both
9167,A615,B423,Both
9168,A899,B298,Both
9169,A537,B383,Both
9170,A694,B302,Both
9171,A608,B93,Both
9172,A118,B251,Both
9173,A908,B347,Both
9174,A934,B193,Both
9175,A485,B724,Both
9176,A829,B134,Both
9177,A668,B298,Both
9178,A293,B655,Both
9179,A672,B967,Both
9180,A605,B832,Both
9181,A462,B511,Both
9182,A977,B741,Both
9183,A530,B465,Both
9184,A885,B821,Both
9185,A184,B406,Both
9186,A48,B242,Both
9187,A290,B909,Both
9188,A326,B487,Both
9189,A816,B753,Both
9190,A762,B140,Both
9191,A903,B542,Both
9192,A55,B785,Both
9193,A38,B578,Both
9194,A275,B67,Both
9195,A697,B168,Both
9196,A2,B117,Both
9197,A696,B313,Both
9198,A534,B228,Both
9199,A181,B749,Both
9200,A871,B798,Both
9201,A249,B476,Both
9202,A305,B819,Both
9203,A902,B378,Both
9204,A972,B278,Both
9205,A93,B634,Both
9206,A332,B506,Both
9207,A590,B772,Both
9208,A488,B267,Both
9209,A654,B43,Both
9210,A612,B181,Both
9211,A14,B170,Both
9212,A59,B3,Both
9213,A851,B326,Both
9214,A313,B853,Both
9215,A701,B166,Both
9216,A620,B800,Both
9217,A116,B885,Both
9218,A88,B835,Both
9219,A959,B855,Both
9220,A124,B9,Both
9221,A365,B956,Both
9222,A254,B640,Both
9223,A690,B575,Both
9224,A63,B33,Both
9225,A983,B228,Both
9226,A279,B424,Both
9227,A626,B191,Both
9228,A770,B184,Both
9229,A380,B944,Both
9230,A549,B269,Both
9231,A748,B366,Both
9232,A482,B10,Both
9233,A288,B705,Both
9234,A570,B753,Both
9235,A304,B938,Both
9236,A655,B0,Both
9237,A565,B981,Both
9238,A925,B851,Both
9239,A904,B397,Both
9240,A635,B33,Both
9241,A473,B547,Both
9242,A576,B614,Both
9243,A438,B505,Both
9244,A149,B656,Both
9245,A527,B353,Both
9246,A568,B786,Both
9247,A259,B278,Both
9248,A126,B923,Both
9249,A102,B327,Both
9250,A137,B997,Both
9251,A98,B602,Both
9252,A573,B851,Both
9253,A112,B389,Both
9254,A796,B642,Both
9255,A304,B117,Both
9256,A523,B889,Both
9257,A177,B369,Both
9258,A236,B178,Both
9259,A573,B10,Both
9260,A939,B404,Both
9261,A244,B546,Both
9262,A619,B19,Both
9263,A155,B482,Both
9264,A422,B650,Both
9265,A686,B346,Both
9266,A378,B855,Both
9267,A205,B588,Both
9268,A465,B8,Both
9269,A76,B103,Both
9270,A448,B45,Both
9271,A20,B236,Both
9272,A523,B14,Both
9273,A681,B323,Both
9274,A827,B886,Both
9275,A132,B961,Both
9276,A3,B36,Both
9277,A700,B823,Both
9278,A771,B261,Both
9279,A374,B779,Both
9280,A840,B416,Both
9281,A384,B963,Both
9282,A243,B194,Both
9283,A600,B181,Both
9284,A575,B876,Both
9285,A119,B743,Both
9286,A96,B46,Both
9287,A469,B364,Both
9288,A853,B336,Both
9289,A621,B613,Both
9290,A301,B320,Both
9291,A716,B894,Both
9292,A772,B784,Both
9293,A476,B835,Both
9294,A979,B314,Both
9295,A878,B443,Both
9296,A784,B162,Both
9297,A555,B126,Both
9298,A970,B691,Both
9299,A114,B76,Both
9300,A132,B141,Both
9301,A434,B891,Both
9302,A987,B491,Both
9303,A377,B950,Both
9304,A776,B824,Both
9305,A433,B762,Both
9306,A983,B783,Both
9307,A58,B980,Both
9308,A543,B722,Both
9309,A801,B189,Both
9310,A108,B501,Both
9311,A122,B975,Both
9312,A525,B850,Both
9313,A897,B870,Both
9314,A724,B295,Both
9315,A123,B789,Both
9316,A635,B55,Both
9317,A326,B615,Both
9318,A918,B686,Both
9319,A420,B90,Both
9320,A765,B471,Both
9321,A313,B715,Both
9322,A88,B327,Both
9323,A302,B698,Both
9324,A131,B793,Both
9325,A991,B601,Both
9326,A517,B875,Both
9327,A534,B775,Both
9328,A892,B707,Both
9329,A924,B441,Both
9330,A924,B957,Both
9331,A455,B984,Both
9332,A819,B134,Both
9333,A963,B532,Both
9334,A655,B162,Both
9335,A737,B650,Both
9336,A35,B759,Both
9337,A549,B131,Both
9338,A533,B622,Both
9339,A59,B724,Both
9340,A7,B161,Both
9341,A940,B935,Both
9342,A672,B988,Both
9343,A323,B208,Both
9344,A141,B120,Both
9345,A554,B893,Both
9346,A661,B971,Both
9347,A434,B731,Both
9348,A1,B187,Both
9349,A289,B482,Both
9350,A287,B160,Both
9351,A110,B464,Both
9352,A740,B931,Both
9353,A661,B961,Both
9354,A114,B443,Both
9355,A673,B421,Both
9356,A519,B414,Both
9357,A360,B52,Both
9358,A266,B359,Both
9359,A108,B858,Both
9360,A274,B602,Both
9361,A310,B41,Both
9362,A685,B890,Both
9363,A532,B481,Both
9364,A798,B434,Both
9365,A123,B443,Both
9366,A482,B188,Both
9367,A792,B205,Both
9368,A213,B133,Both
9369,A781,B219,Both
9370,A723,B911,Both
9371,A538,B427,Both
9372,A383,B767,Both
9373,A911,B95,Both
9374,A571,B32,Both
9375,A896,B204,Both
9376,A343,B811,Both
9377,A456,B537,Both
9378,A842,B244,Both
9379,A112,B473,Both
9380,A148,B496,Both
9381,A63,B745,Both
9382,A738,B398,Both
9383,A789,B4,Both
9384,A425,B886,Both
9385,A786,B345,Both
9386,A873,B514,Both
9387,A638,B729,Both
9388,A171,B254,Both
9389,A88,B571,Both
9390,A557,B93,Both
9391,A192,B139,Both
9392,A410,B604,Both
9393,A480,B287,Both
9394,A528,B858,Both
9395,A702,B346,Both
9396,A635,B541,Both
9397,A501,B156,Both
9398,A633,B440,Both
9399,A333,B210,Both
9400,A272,B921,Both
9401,A467,B447,Both
9402,A455,B999,Both
9403,A748,B15,Both
9404,A685,B66,Both
9405,A987,B918,Both
9406,A886,B803,Both
9407,A743,B230,Both
9408,A970,B490,Both
9409,A438,B620,Both
9410,A167,B494,Both
9411,A802,B684,Both
9412,A493,B671,Both
9413,A426,B852,Both
9414,A393,B812,Both
9415,A96,B287,Both
9416,A686,B740,Both
9417,A984,B651,Both
9418,A13,B914,Both
9419,A742,B394,Both
9420,A816,B170,Both
9421,A184,B862,Both
9422,A830,B633,Both
9423,A252,B315,Both
9424,A15,B915,Both
9425,A889,B877,Both
9426,A324,B194,Both
9427,A228,B37,Both
9428,A163,B555,Both
9429,A944,B487,Both
9430,A361,B441,Both
9431,A9,B840,Both
9432,A799,B980,Both
9433,A613,B188,Both
9434,A461,B370,Both
9435,A796,B906,Both
9436,A753,B213,Both
9437,A633,B34,Both
9438,A789,B293,Both
9439,A441,B520,Both
9440,A482,B166,Both
9441,A315,B285,Both
9442,A845,B579,Both
9443,A459,B11,Both
9444,A662,B596,Both
9445,A406,B998,Both
9446,A173,B803,Both
9447,A49,B607,Both
9448,A473,B173,Both
9449,A234,B129,Both
9450,A442,B937,Both
9451,A523,B661,Both
9452,A331,B849,Both
9453,A704,B16,Both
9454,A549,B977,Both
9455,A486,B70,Both
9456,A115,B552,Both
9457,A762,B336,Both
9458,A85,B373,Both
9459,A539,B103,Both
9460,A367,B993,Both
9461,A368,B327,Both
9462,A825,B916,Both
9463,A405,B709,Both
9464,A657,B568,Both
9465,A108,B2,Both
9466,A468,B924,Both
9467,A54,B280,Both
9468,A134,B126,Both
9469,A596,B554,Both
9470,A820,B678,Both
9471,A362,B882,Both
9472,A851,B522,Both
9473,A305,B126,Both
9474,A18,B208,Both
9475,A584,B432,Both
9476,A353,B125,Both
9477,A225,B384,Both
9478,A140,B437,Both
9479,A186,B486,Both
9480,A691,B958,Both
9481,A302,B878,Both
9482,A339,B501,Both
9483,A216,B663,Both
9484,A25,B366,Both
9485,A578,B461,Both
9486,A940,B836,Both
9487,A227,B574,Both
9488,A163,B385,Both
9489,A179,B954,Both
9490,A214,B288,Both
9491,A779,B617,Both
9492,A864,B637,Both
9493,A59,B161,Both
9494,A60,B72,Both
9495,A946,B894,Both
9496,A125,B255,Both
9497,A29,B514,Both
9498,A479,B688,Both
9499,A719,B120,Both
9500,A706,B888,Both
9501,A887,B307,Both
9502,A461,B530,Both
9503,A327,B42,Both
9504,A368,B157,Both
9505,A130,B889,Both
9506,A206,B690,Both
9507,A248,B506,Both
9508,A865,B346,Both
9509,A412,B306,Both
9510,A260,B866,Both
9511,A778,B240,Both
9512,A994,B130,Both
9513,A39,B864,Both
9514,A753,B23,Both
9515,A794,B806,Both
9516,A454,B930,Both
9517,A676,B922,Both
9518,A995,B54,Both
9519,A893,B810,Both
9520,A180,B690,Both
9521,A847,B797,Both
9522,A792,B269,Both
9523,A423,B575,Both
9524,A402,B72,Both
9525,A262,B703,Both
9526,A449,B987,Both
9527,A542,B163,Both
9528,A521,B285,Both
9529,A441,B886,Both
9530,A704,B952,Both
9531,A985,B169,Both
9532,A368,B978,Both
9533,A320,B324,Both
9534,A720,B800,Both
9535,A304,B56,Both
9536,A895,B377,Both
9537,A845,B870,Both
9538,A405,B602,Both
9539,A612,B207,Both
9540,A915,B460,Both
9541,A943,B110,Both
9542,A290,B116,Both
9543,A222,B766,Both
9544,A647,B667,Both
9545,A671,B862,Both
9546,A451,B585,Both
9547,A880,B62,Both
9548,A945,B205,Both
9549,A9,B212,Both
9550,A285,B539,Both
9551,A565,B448,Both
9552,A451,B695,Both
9553,A494,B101,Both
9554,A653,B394,Both
9555,A634,B412,Both
9556,A588,B104,Both
9557,A857,B911,Both
9558,A230,B501,Both
9559,A307,B777,Both
9560,A295,B845,Both
9561,A943,B115,Both
9562,A467,B192,Both
9563,A167,B920,Both
9564,A356,B457,Both
9565,A1,B773,Both
9566,A428,B83,Both
9567,A369,B185,Both
9568,A687,B70,Both
9569,A609,B641,Both
9570,A272,B489,Both
9571,A649,B410,Both
9572,A625,B795,Both
9573,A859,B85,Both
9574,A407,B435,Both
9575,A223,B470,Both
9576,A909,B199,Both
9577,A380,B182,Both
9578,A344,B402,Both
9579,A198,B289,Both
9580,A397,B293,Both
9581,A472,B841,Both
9582,A658,B303,Both
9583,A461,B398,Both
9584,A54,B486,Both
9585,A690,B400,Both
9586,A88,B956,Both
9587,A319,B556,Both
9588,A806,B573,Both
9589,A242,B766,Both
9590,A665,B5,Both
9591,A791,B464,Both
9592,A482,B943,Both
9593,A399,B482,Both
9594,A892,B633,Both
9595,A604,B481,Both
9596,A450,B273,Both
9597,A421,B257,Both
9598,A952,B692,Both
9599,A848,B438,Both
9600,A28,B638,Both
9601,A390,B738,Both
9602,A246,B865,Both
9603,A674,B743,Both
9604,A910,B606,Both
9605,A706,B392,Both
9606,A8,B127,Both
9607,A300,B173,Both
9608,A231,B631,Both
9609,A710,B43,Both
9610,A798,B144,Both
9611,A70,B474,Both
9612,A777,B873,Both
9613,A996,B949,Both
9614,A411,B613,Both
9615,A803,B433,Both
9616,A162,B172,Both
9617,A138,B776,Both
9618,A370,B421,Both
9619,A701,B263,Both
9620,A38,B846,Both
9621,A689,B847,Both
9622,A304,B606,Both
9623,A676,B92,Both
9624,A150,B375,Both
9625,A579,B841,Both
9626,A411,B952,Both
9627,A878,B202,Both
9628,A609,B587,Both
9629,A555,B589,Both
9630,A164,B651,Both
9631,A62,B38,Both
9632,A671,B443,Both
9633,A907,B519,Both
9634,A858,B403,Both
9635,A229,B938,Both
9636,A686,B276,Both
9637,A5,B619,Both
9638,A324,B199,Both
9639,A822,B161,Both
9640,A506,B381,Both
9641,A340,B237,Both
9642,A577,B793,Both
9643,A702,B545,Both
9644,A553,B647,Both
9645,A702,B284,Both
9646,A886,B296,Both
9647,A754,B191,Both
9648,A172,B565,Both
9649,A726,B371,Both
9650,A880,B858,Both
9651,A552,B903,Both
9652,A860,B850,Both
9653,A431,B568,Both
9654,A171,B796,Both
9655,A749,B775,Both
9656,A884,B263,Both
9657,A710,B187,Both
9658,A392,B708,Both
9659,A457,B984,Both
9660,A544,B93,Both
9661,A566,B560,Both
9662,A844,B19,Both
9663,A137,B24,Both
9664,A880,B884,Both
9665,A330,B631,Both
9666,A612,B482,Both
9667,A413,B505,Both
9668,A925,B137,Both
9669,A167,B176,Both
9670,A332,B775,Both
9671,A802,B569,Both
9672,A73,B196,Both
9673,A454,B882,Both
9674,A596,B737,Both
9675,A251,B477,Both
9676,A289,B731,Both
9677,A711,B355,Both
9678,A4,B307,Both
9679,A110,B930,Both
9680,A543,B234,Both
9681,A582,B470,Both
9682,A918,B522,Both
9683,A987,B532,Both
9684,A217,B958,Both
9685,A817,B827,Both
9686,A103,B681,Both
9687,A821,B966,Both
9688,A495,B197,Both
9689,A182,B281,Both
9690,A328,B33,Both
9691,A915,B174,Both
9692,A878,B459,Both
9693,A445,B178,Both
9694,A836,B910,Both
9695,A518,B707,Both
9696,A235,B383,Both
9697,A447,B672,Both
9698,A226,B467,Both
9699,A523,B662,Both
9700,A755,B301,Both
9701,A468,B774,Both
9702,A171,B250,Both
9703,A733,B392,Both
9704,A515,B268,Both
9705,A449,B201,Both
9706,A663,B610,Both
9707,A351,B100,Both
9708,A895,B947,Both
9709,A653,B805,Both
9710,A882,B463,Both
9711,A221,B767,Both
9712,A559,B924,Both
9713,A228,B161,Both
9714,A72,B564,Both
9715,A848,B609,Both
9716,A652,B81,Both
9717,A853,B372,Both
9718,A903,B63,Both
9719,A743,B721,Both
9720,A346,B233,Both
9721,A889,B547,Both
9722,A573,B979,Both
9723,A580,B576,Both
9724,A121,B386,Both
9725,A64,B603,Both
9726,A363,B637,Both
9727,A290,B702,Both
9728,A402,B923,Both
9729,A353,B80,Both
9730,A17,B618,Both
9731,A666,B945,Both
9732,A552,B166,Both
9733,A651,B301,Both
9734,A343,B408,Both
9735,A454,B556,Both
9736,A340,B417,Both
9737,A601,B881,Both
9738,A390,B113,Both
9739,A733,B589,Both
9740,A55,B262,Both
9741,A937,B373,Both
9742,A289,B550,Both
9743,A160,B839,Both
9744,A654,B725,Both
9745,A811,B159,Both
9746,A652,B417,Both
9747,A304,B831,Both
9748,A925,B162,Both
9749,A841,B664,Both
9750,A476,B892,Both
9751,A742,B599,Both
9752,A134,B346,Both
9753,A711,B878,Both
9754,A121,B269,Both
9755,A655,B929,Both
9756,A709,B374,Both
9757,A481,B466,Both
9758,A830,B861,Both
9759,A267,B298,Both
9760,A994,B898,Both
9761,A206,B85,Both
9762,A506,B362,Both
9763,A819,B899,Both
9764,A450,B319,Both
9765,A326,B444,Both
9766,A700,B962,Both
9767,A969,B396,Both
9768,A316,B414,Both
9769,A331,B143,Both
9770,A300,B184,Both
9771,A530,B323,Both
9772,A894,B286,Both
9773,A619,B861,Both
9774,A475,B998,Both
9775,A633,B224,Both
9776,A126,B195,Both
9777,A501,B779,Both
9778,A671,B978,Both
9779,A592,B809,Both
9780,A989,B254,Both
9781,A185,B847,Both
9782,A281,B257,Both
9783,A884,B279,Both
9784,A738,B938,Both
9785,A495,B285,Both
9786,A270,B849,Both
9787,A176,B153,Both
9788,A168,B72,Both
9789,A355,B866,Both
9790,A618,B248,Both
9791,A19,B36,Both
9792,A128,B881,Both
9793,A653,B494,Both
9794,A257,B187,Both
9795,A737,B906,Both
9796,A633,B209,Both
9797,A91,B106,Both
9798,A610,B508,Both
9799,A513,B228,Both
9800,A260,B955,Both
9801,A617,B279,Both
9802,A292,B111,Both
9803,A305,B674,Both
9804,A172,B313,Both
9805,A182,B669,Both
9806,A843,B814,Both
9807,A199,B925,Both
9808,A267,B64,Both
9809,A303,B402,Both
9810,A373,B772,Both
9811,A158,B480,Both
9812,A528,B4,Both
9813,A52,B200,Both
9814,A53,B501,Both
9815,A522,B906,Both
9816,A559,B6,Both
9817,A721,B161,Both
9818,A892,B386,Both
9819,A225,B657,Both
9820,A42,B732,Both
9821,A119,B656,Both
9822,A654,B394,Both
9823,A664,B705,Both
9824,A927,B43,Both
9825,A904,B40,Both
9826,A53,B303,Both
9827,A309,B279,Both
9828,A543,B235,Both
9829,A873,B52,Both
9830,A313,B378,Both
9831,A850,B316,Both
9832,A634,B387,Both
9833,A676,B75,Both
9834,A815,B533,Both
9835,A530,B984,Both
9836,A234,B208,Both
9837,A238,B692,Both
9838,A889,B971,Both
9839,A561,B100,Both
9840,A746,B206,Both
9841,A551,B767,Both
9842,A947,B245,Both
9843,A314,B131,Both
9844,A839,B215,Both
9845,A319,B285,Both
9846,A280,B774,Both
9847,A125,B911,Both
9848,A208,B17,Both
9849,A482,B229,Both
9850,A622,B847,Both
9851,A496,B726,Both
9852,A727,B810,Both
9853,A219,B296,Both
9854,A275,B356,Both
9855,A174,B766,Both
9856,A520,B509,Both
9857,A49,B83,Both
9858,A668,B634,Both
9859,A337,B977,Both
9860,A343,B152,Both
9861,A284,B22,Both
9862,A555,B513,Both
9863,A681,B827,Both
9864,A658,B333,Both
9865,A475,B120,Both
9866,A476,B592,Both
9867,A406,B352,Both
9868,A609,B181,Both
9869,A375,B74,Both
9870,A211,B580,Both
9871,A212,B505,Both
9872,A73,B2,Both
9873,A707,B459,Both
9874,A485,B162,Both
9875,A63,B137,Both
9876,A444,B990,Both
9877,A643,B688,Both
9878,A914,B420,Both
9879,A577,B608,Both
9880,A391,B827,Both
9881,A863,B726,Both
9882,A984,B156,Both
9883,A541,B31,Both
9884,A507,B704,Both
9885,A418,B204,Both
9886,A633,B37,Both
9887,A446,B73,Both
9888,A281,B882,Both
9889,A950,B102,Both
9890,A409,B196,Both
9891,A387,B545,Both
9892,A797,B122,Both
9893,A898,B900,Both
9894,A44,B949,Both
9895,A288,B981,Both
9896,A973,B878,Both
9897,A887,B495,Both
9898,A131,B95,Both
9899,A596,B992,Both
9900,A98,B933,Both
9901,A431,B104,Both
9902,A928,B231,Both
9903,A609,B816,Both
9904,A185,B795,Both
9905,A426,B169,Both
9906,A146,B883,Both
9907,A699,B931,Both
9908,A908,B874,Both
9909,A557,B556,Both
9910,A744,B2,Both
9911,A446,B589,Both
9912,A456,B476,Both
9913,A233,B885,Both
9914,A46,B372,Both
9915,A697,B343,Both
9916,A52,B425,Both
9917,A216,B402,Both
9918,A996,B695,Both
9919,A611,B170,Both
9920,A69,B647,Both
9921,A995,B962,Both
9922,A268,B147,Both
9923,A786,B800,Both
9924,A551,B473,Both
9925,A812,B42,Both
9926,A263,B566,Both
9927,A131,B613,Both
9928,A626,B849,Both
9929,A596,B429,Both
9930,A499,B540,Both
9931,A565,B952,Both
9932,A455,B351,Both
9933,A770,B528,Both
9934,A154,B611,Both
9935,A589,B579,Both
9936,A852,B990,Both
9937,A508,B546,Both
9938,A744,B211,Both
9939,A274,B204,Both
9940,A76,B295,Both
9941,A160,B992,Both
9942,A583,B790,Both
9943,A954,B909,Both
9944,A358,B391,Both
9945,A797,B97,Both
9946,A854,B159,Both
9947,A851,B794,Both
9948,A221,B880,Both
9949,A711,B887,Both
9950,A500,B491,Both
9951,A249,B412,Both
9952,A778,B622,Both
9953,A163,B161,Both
9954,A79,B311,Both
9955,A660,B127,Both
9956,A428,B476,Both
9957,A713,B501,Both
9958,A825,B37,Both
9959,A918,B372,Both
9960,A172,B850,Both
9961,A769,B681,Both
9962,A646,B871,Both
9963,A307,B432,Both
9964,A801,B281,Both
9965,A50,B194,Both
9966,A163,B882,Both
9967,A421,B431,Both
9968,A999,B787,Both
9969,A831,B385,Both
9970,A956,B168,Both
9971,A832,B555,Both
9972,A21,B874,Both
9973,A339,B528,Both
9974,A523,B579,Both
9975,A217,B587,Both
9976,A174,B869,Both
9977,A436,B386,Both
9978,A754,B493,Both
9979,A347,B285,Both
9980,A345,B206,Both
9981,A267,B274,Both
9982,A427,B101,Both
9983,A636,B484,Both
9984,A145,B669,Both
